estado;ibgeID;competencia;Codigo;Descrição;Existente;Sus;NaoSus
43;431350;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
43;431350;202003;03;CIRURGIA GERAL;16;8;8
43;431350;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
43;431350;202003;33;CLINICA GERAL;30;22;8
43;431350;202003;40;NEFROUROLOGIA;1;1;0
43;431350;202003;87;SAUDE MENTAL;3;3;0
43;431350;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
43;431350;202003;66;UNIDADE ISOLAMENTO;3;3;0
43;431350;202003;94;UNIDADE DE CUIDADOS INTERMEDIARIOS PEDIATRICO;2;2;0
43;431350;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
43;431350;202003;10;OBSTETRICIA CIRURGICA;14;8;6
43;431350;202003;43;OBSTETRICIA CLINICA;3;2;1
43;431350;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
43;431350;202003;45;PEDIATRIA CLINICA;13;8;5
43;431350;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
43;431350;202003;47;PSIQUIATRIA;7;7;0
43;431400;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
43;431400;202003;03;CIRURGIA GERAL;7;2;5
43;431400;202003;06;GINECOLOGIA;1;1;0
43;431400;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
43;431400;202003;33;CLINICA GERAL;19;16;3
43;431400;202003;87;SAUDE MENTAL;1;1;0
43;431400;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
43;431400;202003;66;UNIDADE ISOLAMENTO;1;1;0
43;431400;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
43;431400;202003;10;OBSTETRICIA CIRURGICA;1;1;0
43;431400;202003;43;OBSTETRICIA CLINICA;2;1;1
43;431400;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
43;431400;202003;45;PEDIATRIA CLINICA;4;3;1
43;431400;202003;68;PEDIATRIA CIRURGICA;1;1;0
43;431400;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
43;431400;202003;47;PSIQUIATRIA;3;3;0
43;431410;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
43;431410;202003;01;BUCO MAXILO FACIAL;3;2;1
43;431410;202003;02;CARDIOLOGIA;40;36;4
43;431410;202003;03;CIRURGIA GERAL;129;65;64
43;431410;202003;04;ENDOCRINOLOGIA;2;1;1
43;431410;202003;05;GASTROENTEROLOGIA;20;11;9
43;431410;202003;06;GINECOLOGIA;16;6;10
43;431410;202003;08;NEFROLOGIAUROLOGIA;17;8;9
43;431410;202003;09;NEUROCIRURGIA;50;42;8
43;431410;202003;11;OFTALMOLOGIA;13;11;2
43;431410;202003;12;ONCOLOGIA;23;14;9
43;431410;202003;13;ORTOPEDIATRAUMATOLOGIA;121;55;66
43;431410;202003;14;OTORRINOLARINGOLOGIA;3;2;1
43;431410;202003;15;PLASTICA;2;2;0
43;431410;202003;16;TORACICA;6;6;0
43;431410;202003;67;TRANSPLANTE;4;4;0
43;431410;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
43;431410;202003;31;AIDS;4;3;1
43;431410;202003;32;CARDIOLOGIA;60;49;11
43;431410;202003;33;CLINICA GERAL;189;115;74
43;431410;202003;36;GERIATRIA;1;1;0
43;431410;202003;38;HEMATOLOGIA;17;12;5
43;431410;202003;40;NEFROUROLOGIA;22;16;6
43;431410;202003;41;NEONATOLOGIA;1;1;0
43;431410;202003;42;NEUROLOGIA;31;19;12
43;431410;202003;44;ONCOLOGIA;36;28;8
43;431410;202003;46;PNEUMOLOGIA;21;11;10
43;431410;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
43;431410;202003;51;UTI II ADULTO - COVID-19;23;0;23
43;431410;202003;74;UTI ADULTO - TIPO I;9;0;9
43;431410;202003;75;UTI ADULTO - TIPO II;62;43;19
43;431410;202003;76;UTI ADULTO - TIPO III;10;0;10
43;431410;202003;78;UTI PEDIATRICA - TIPO II;13;12;1
43;431410;202003;80;UTI NEONATAL - TIPO I;2;0;2
43;431410;202003;81;UTI NEONATAL - TIPO II;30;26;4
43;431410;202003;92;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CONVENCIONAL;10;10;0
43;431410;202003;93;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CANGURU;5;5;0
43;431410;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
43;431410;202003;10;OBSTETRICIA CIRURGICA;51;30;21
43;431410;202003;43;OBSTETRICIA CLINICA;26;15;11
43;431410;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
43;431410;202003;45;PEDIATRIA CLINICA;98;77;21
43;431410;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
43;431410;202003;34;CRONICOS;12;10;2
43;431410;202003;47;PSIQUIATRIA;123;65;58
43;431410;202003;HOSPITAL DIA;HOSPITAL DIA;HOSPITAL DIA;NA;NA
43;431410;202003;07;CIRURGICO/DIAGNOSTICO/TERAPEUTICO;20;6;14
43;431410;202003;69;AIDS;1;1;0
43;431410;202003;72;GERIATRIA;2;2;0
43;431410;202003;73;SAUDE MENTAL;2;2;0
43;431440;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
43;431440;202003;01;BUCO MAXILO FACIAL;3;2;1
43;431440;202003;02;CARDIOLOGIA;16;10;6
43;431440;202003;03;CIRURGIA GERAL;135;60;75
43;431440;202003;06;GINECOLOGIA;15;15;0
43;431440;202003;09;NEUROCIRURGIA;21;17;4
43;431440;202003;12;ONCOLOGIA;28;20;8
43;431440;202003;13;ORTOPEDIATRAUMATOLOGIA;51;32;19
43;431440;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
43;431440;202003;31;AIDS;4;4;0
43;431440;202003;32;CARDIOLOGIA;18;12;6
43;431440;202003;33;CLINICA GERAL;339;217;122
43;431440;202003;38;HEMATOLOGIA;6;6;0
43;431440;202003;40;NEFROUROLOGIA;34;25;9
43;431440;202003;41;NEONATOLOGIA;2;2;0
43;431440;202003;44;ONCOLOGIA;18;13;5
43;431440;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
43;431440;202003;51;UTI II ADULTO - COVID-19;5;0;5
43;431440;202003;66;UNIDADE ISOLAMENTO;16;14;2
43;431440;202003;74;UTI ADULTO - TIPO I;5;0;5
43;431440;202003;75;UTI ADULTO - TIPO II;67;57;10
43;431440;202003;78;UTI PEDIATRICA - TIPO II;10;8;2
43;431440;202003;81;UTI NEONATAL - TIPO II;19;17;2
43;431440;202003;92;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CONVENCIONAL;10;10;0
43;431440;202003;93;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CANGURU;5;5;0
43;431440;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
43;431440;202003;10;OBSTETRICIA CIRURGICA;70;56;14
43;431440;202003;43;OBSTETRICIA CLINICA;32;18;14
43;431440;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
43;431440;202003;45;PEDIATRIA CLINICA;59;53;6
43;431440;202003;68;PEDIATRIA CIRURGICA;9;7;2
43;431440;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
43;431440;202003;34;CRONICOS;2;2;0
43;431440;202003;47;PSIQUIATRIA;222;174;48
43;431440;202003;49;PNEUMOLOGIA SANITARIA;1;1;0
43;431440;202003;HOSPITAL DIA;HOSPITAL DIA;HOSPITAL DIA;NA;NA
43;431440;202003;07;CIRURGICO/DIAGNOSTICO/TERAPEUTICO;17;14;3
43;431440;202003;69;AIDS;4;4;0
43;431460;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
43;431460;202003;03;CIRURGIA GERAL;9;7;2
43;431460;202003;06;GINECOLOGIA;2;2;0
43;431460;202003;08;NEFROLOGIAUROLOGIA;3;3;0
43;431460;202003;13;ORTOPEDIATRAUMATOLOGIA;1;1;0
43;431460;202003;14;OTORRINOLARINGOLOGIA;3;3;0
43;431460;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
43;431460;202003;33;CLINICA GERAL;62;48;14
43;431460;202003;35;DERMATOLOGIA;1;1;0
43;431460;202003;87;SAUDE MENTAL;3;3;0
43;431460;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
43;431460;202003;66;UNIDADE ISOLAMENTO;3;2;1
43;431460;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
43;431460;202003;10;OBSTETRICIA CIRURGICA;1;1;0
43;431460;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
43;431460;202003;45;PEDIATRIA CLINICA;10;6;4
43;431460;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
43;431460;202003;47;PSIQUIATRIA;10;10;0
43;431490;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
43;431490;202003;01;BUCO MAXILO FACIAL;9;9;0
43;431490;202003;02;CARDIOLOGIA;331;148;183
43;431490;202003;03;CIRURGIA GERAL;787;374;413
43;431490;202003;04;ENDOCRINOLOGIA;1;1;0
43;431490;202003;05;GASTROENTEROLOGIA;5;0;5
43;431490;202003;06;GINECOLOGIA;78;70;8
43;431490;202003;08;NEFROLOGIAUROLOGIA;53;41;12
43;431490;202003;09;NEUROCIRURGIA;217;107;110
43;431490;202003;11;OFTALMOLOGIA;38;11;27
43;431490;202003;12;ONCOLOGIA;106;60;46
43;431490;202003;13;ORTOPEDIATRAUMATOLOGIA;325;224;101
43;431490;202003;14;OTORRINOLARINGOLOGIA;17;6;11
43;431490;202003;15;PLASTICA;30;23;7
43;431490;202003;16;TORACICA;70;33;37
43;431490;202003;67;TRANSPLANTE;75;56;19
43;431490;202003;90;QUEIMADO ADULTO;6;6;0
43;431490;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
43;431490;202003;31;AIDS;79;78;1
43;431490;202003;32;CARDIOLOGIA;219;95;124
43;431490;202003;33;CLINICA GERAL;1736;1081;655
43;431490;202003;35;DERMATOLOGIA;2;1;1
43;431490;202003;38;HEMATOLOGIA;44;32;12
43;431490;202003;40;NEFROUROLOGIA;21;12;9
43;431490;202003;41;NEONATOLOGIA;11;1;10
43;431490;202003;42;NEUROLOGIA;72;44;28
43;431490;202003;44;ONCOLOGIA;181;65;116
43;431490;202003;46;PNEUMOLOGIA;87;37;50
43;431490;202003;87;SAUDE MENTAL;137;106;31
43;431490;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
43;431490;202003;51;UTI II ADULTO - COVID-19;108;0;108
43;431490;202003;66;UNIDADE ISOLAMENTO;118;113;5
43;431490;202003;74;UTI ADULTO - TIPO I;42;0;42
43;431490;202003;75;UTI ADULTO - TIPO II;117;84;33
43;431490;202003;76;UTI ADULTO - TIPO III;451;262;189
43;431490;202003;78;UTI PEDIATRICA - TIPO II;35;29;6
43;431490;202003;79;UTI PEDIATRICA - TIPO III;100;70;30
43;431490;202003;80;UTI NEONATAL - TIPO I;15;0;15
43;431490;202003;81;UTI NEONATAL - TIPO II;48;40;8
43;431490;202003;82;UTI NEONATAL - TIPO III;97;60;37
43;431490;202003;83;UTI DE QUEIMADOS;4;4;0
43;431490;202003;86;UTI CORONARIANA TIPO III - UCO TIPO III;8;8;0
43;431490;202003;92;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CONVENCIONAL;102;90;12
43;431490;202003;93;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CANGURU;45;45;0
43;431490;202003;95;UNIDADE DE CUIDADOS INTERMEDIARIOS ADULTO;90;0;90
43;431490;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
43;431490;202003;10;OBSTETRICIA CIRURGICA;264;141;123
43;431490;202003;43;OBSTETRICIA CLINICA;125;107;18
43;431490;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
43;431490;202003;45;PEDIATRIA CLINICA;404;334;70
43;431490;202003;68;PEDIATRIA CIRURGICA;107;59;48
43;431490;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
43;431490;202003;34;CRONICOS;71;71;0
43;431490;202003;47;PSIQUIATRIA;1042;503;539
43;431490;202003;49;PNEUMOLOGIA SANITARIA;71;71;0
43;431490;202003;84;ACOLHIMENTO NOTURNO;25;25;0
43;431490;202003;HOSPITAL DIA;HOSPITAL DIA;HOSPITAL DIA;NA;NA
43;431490;202003;07;CIRURGICO/DIAGNOSTICO/TERAPEUTICO;90;65;25
43;431490;202003;69;AIDS;30;30;0
43;431490;202003;71;INTERCORRENCIA POS-TRANSPLANTE;13;12;1
43;431490;202003;72;GERIATRIA;1;1;0
43;431490;202003;73;SAUDE MENTAL;24;15;9
43;431560;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
43;431560;202003;01;BUCO MAXILO FACIAL;2;2;0
43;431560;202003;02;CARDIOLOGIA;42;34;8
43;431560;202003;03;CIRURGIA GERAL;87;67;20
43;431560;202003;04;ENDOCRINOLOGIA;2;2;0
43;431560;202003;05;GASTROENTEROLOGIA;3;3;0
43;431560;202003;06;GINECOLOGIA;10;6;4
43;431560;202003;08;NEFROLOGIAUROLOGIA;8;5;3
43;431560;202003;09;NEUROCIRURGIA;6;6;0
43;431560;202003;11;OFTALMOLOGIA;2;2;0
43;431560;202003;12;ONCOLOGIA;13;13;0
43;431560;202003;13;ORTOPEDIATRAUMATOLOGIA;37;27;10
43;431560;202003;14;OTORRINOLARINGOLOGIA;2;2;0
43;431560;202003;15;PLASTICA;3;3;0
43;431560;202003;16;TORACICA;2;2;0
43;431560;202003;90;QUEIMADO ADULTO;9;9;0
43;431560;202003;91;QUEIMADO PEDIATRICO;2;2;0
43;431560;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
43;431560;202003;31;AIDS;7;7;0
43;431560;202003;32;CARDIOLOGIA;98;73;25
43;431560;202003;33;CLINICA GERAL;126;102;24
43;431560;202003;35;DERMATOLOGIA;1;1;0
43;431560;202003;36;GERIATRIA;1;1;0
43;431560;202003;37;HANSENOLOGIA;1;1;0
43;431560;202003;38;HEMATOLOGIA;2;2;0
43;431560;202003;40;NEFROUROLOGIA;6;3;3
43;431560;202003;41;NEONATOLOGIA;12;4;8
43;431560;202003;42;NEUROLOGIA;8;8;0
43;431560;202003;44;ONCOLOGIA;10;10;0
43;431560;202003;46;PNEUMOLOGIA;13;3;10
43;431560;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
43;431560;202003;51;UTI II ADULTO - COVID-19;10;0;10
43;431560;202003;66;UNIDADE ISOLAMENTO;5;5;0
43;431560;202003;75;UTI ADULTO - TIPO II;34;25;9
43;431560;202003;78;UTI PEDIATRICA - TIPO II;10;10;0
43;431560;202003;81;UTI NEONATAL - TIPO II;10;10;0
43;431560;202003;85;UTI CORONARIANA TIPO II - UCO TIPO II;2;0;2
43;431560;202003;92;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CONVENCIONAL;9;5;4
43;431560;202003;93;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CANGURU;3;3;0
43;431560;202003;94;UNIDADE DE CUIDADOS INTERMEDIARIOS PEDIATRICO;2;2;0
43;431560;202003;95;UNIDADE DE CUIDADOS INTERMEDIARIOS ADULTO;4;4;0
43;431560;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
43;431560;202003;10;OBSTETRICIA CIRURGICA;14;11;3
43;431560;202003;43;OBSTETRICIA CLINICA;39;36;3
43;431560;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
43;431560;202003;45;PEDIATRIA CLINICA;46;41;5
43;431560;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
43;431560;202003;34;CRONICOS;2;2;0
43;431560;202003;47;PSIQUIATRIA;106;101;5
43;431560;202003;48;REABILITACAO;4;2;2
43;431560;202003;49;PNEUMOLOGIA SANITARIA;5;5;0
43;431560;202003;HOSPITAL DIA;HOSPITAL DIA;HOSPITAL DIA;NA;NA
43;431560;202003;69;AIDS;16;16;0
43;431560;202003;73;SAUDE MENTAL;32;30;2
43;431570;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
43;431570;202003;03;CIRURGIA GERAL;23;23;0
43;431570;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
43;431570;202003;33;CLINICA GERAL;29;29;0
43;431570;202003;87;SAUDE MENTAL;5;5;0
43;431570;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
43;431570;202003;95;UNIDADE DE CUIDADOS INTERMEDIARIOS ADULTO;4;4;0
43;431570;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
43;431570;202003;10;OBSTETRICIA CIRURGICA;8;8;0
43;431570;202003;43;OBSTETRICIA CLINICA;10;10;0
43;431570;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
43;431570;202003;45;PEDIATRIA CLINICA;7;7;0
43;431570;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
43;431570;202003;47;PSIQUIATRIA;15;15;0
43;431600;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
43;431600;202003;03;CIRURGIA GERAL;18;17;1
43;431600;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
43;431600;202003;33;CLINICA GERAL;19;18;1
43;431600;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
43;431600;202003;10;OBSTETRICIA CIRURGICA;4;4;0
43;431600;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
43;431600;202003;45;PEDIATRIA CLINICA;3;3;0
43;431600;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
43;431600;202003;47;PSIQUIATRIA;8;8;0
43;431660;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
43;431660;202003;03;CIRURGIA GERAL;6;4;2
43;431660;202003;06;GINECOLOGIA;1;1;0
43;431660;202003;13;ORTOPEDIATRAUMATOLOGIA;4;4;0
43;431660;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
43;431660;202003;33;CLINICA GERAL;36;21;15
43;431660;202003;87;SAUDE MENTAL;1;1;0
43;431660;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
43;431660;202003;75;UTI ADULTO - TIPO II;10;0;10
43;431660;202003;95;UNIDADE DE CUIDADOS INTERMEDIARIOS ADULTO;5;5;0
43;431660;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
43;431660;202003;10;OBSTETRICIA CIRURGICA;3;2;1
43;431660;202003;43;OBSTETRICIA CLINICA;6;6;0
43;431660;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
43;431660;202003;45;PEDIATRIA CLINICA;11;9;2
43;431660;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
43;431660;202003;47;PSIQUIATRIA;5;5;0
43;431710;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
43;431710;202003;03;CIRURGIA GERAL;15;8;7
43;431710;202003;05;GASTROENTEROLOGIA;3;0;3
43;431710;202003;06;GINECOLOGIA;2;0;2
43;431710;202003;08;NEFROLOGIAUROLOGIA;3;1;2
43;431710;202003;09;NEUROCIRURGIA;1;0;1
43;431710;202003;12;ONCOLOGIA;1;0;1
43;431710;202003;13;ORTOPEDIATRAUMATOLOGIA;5;4;1
43;431710;202003;14;OTORRINOLARINGOLOGIA;1;0;1
43;431710;202003;15;PLASTICA;1;0;1
43;431710;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
43;431710;202003;31;AIDS;1;0;1
43;431710;202003;33;CLINICA GERAL;78;20;58
43;431710;202003;35;DERMATOLOGIA;1;0;1
43;431710;202003;36;GERIATRIA;2;0;2
43;431710;202003;40;NEFROUROLOGIA;1;0;1
43;431710;202003;42;NEUROLOGIA;3;0;3
43;431710;202003;44;ONCOLOGIA;2;0;2
43;431710;202003;46;PNEUMOLOGIA;2;0;2
43;431710;202003;87;SAUDE MENTAL;10;10;0
43;431710;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
43;431710;202003;51;UTI II ADULTO - COVID-19;10;0;10
43;431710;202003;66;UNIDADE ISOLAMENTO;2;0;2
43;431710;202003;74;UTI ADULTO - TIPO I;10;0;10
43;431710;202003;75;UTI ADULTO - TIPO II;10;10;0
43;431710;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
43;431710;202003;10;OBSTETRICIA CIRURGICA;7;3;4
43;431710;202003;43;OBSTETRICIA CLINICA;10;8;2
43;431710;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
43;431710;202003;45;PEDIATRIA CLINICA;33;24;9
43;431710;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
43;431710;202003;34;CRONICOS;2;1;1
43;431710;202003;47;PSIQUIATRIA;5;4;1
43;431680;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
43;431680;202003;01;BUCO MAXILO FACIAL;1;0;1
43;431680;202003;02;CARDIOLOGIA;2;2;0
43;431680;202003;03;CIRURGIA GERAL;20;14;6
43;431680;202003;04;ENDOCRINOLOGIA;1;0;1
43;431680;202003;05;GASTROENTEROLOGIA;1;1;0
43;431680;202003;06;GINECOLOGIA;1;1;0
43;431680;202003;08;NEFROLOGIAUROLOGIA;5;3;2
43;431680;202003;09;NEUROCIRURGIA;2;1;1
43;431680;202003;11;OFTALMOLOGIA;2;1;1
43;431680;202003;12;ONCOLOGIA;8;5;3
43;431680;202003;13;ORTOPEDIATRAUMATOLOGIA;11;8;3
43;431680;202003;14;OTORRINOLARINGOLOGIA;2;1;1
43;431680;202003;15;PLASTICA;2;1;1
43;431680;202003;16;TORACICA;6;3;3
43;431680;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
43;431680;202003;31;AIDS;3;2;1
43;431680;202003;32;CARDIOLOGIA;8;6;2
43;431680;202003;33;CLINICA GERAL;67;32;35
43;431680;202003;38;HEMATOLOGIA;3;1;2
43;431680;202003;40;NEFROUROLOGIA;8;6;2
43;431680;202003;42;NEUROLOGIA;5;3;2
43;431680;202003;44;ONCOLOGIA;12;8;4
43;431680;202003;46;PNEUMOLOGIA;10;5;5
43;431680;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
43;431680;202003;75;UTI ADULTO - TIPO II;7;4;3
43;431680;202003;76;UTI ADULTO - TIPO III;10;8;2
43;431680;202003;78;UTI PEDIATRICA - TIPO II;4;4;0
43;431680;202003;81;UTI NEONATAL - TIPO II;8;7;1
43;431680;202003;92;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CONVENCIONAL;10;10;0
43;431680;202003;93;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CANGURU;5;5;0
43;431680;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
43;431680;202003;10;OBSTETRICIA CIRURGICA;32;19;13
43;431680;202003;43;OBSTETRICIA CLINICA;18;11;7
43;431680;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
43;431680;202003;45;PEDIATRIA CLINICA;30;20;10
43;431680;202003;68;PEDIATRIA CIRURGICA;5;4;1
43;431680;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
43;431680;202003;34;CRONICOS;3;3;0
43;431680;202003;47;PSIQUIATRIA;4;2;2
43;431680;202003;49;PNEUMOLOGIA SANITARIA;1;1;0
43;431680;202003;84;ACOLHIMENTO NOTURNO;8;8;0
43;431680;202003;HOSPITAL DIA;HOSPITAL DIA;HOSPITAL DIA;NA;NA
43;431680;202003;07;CIRURGICO/DIAGNOSTICO/TERAPEUTICO;31;15;16
43;431690;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
43;431690;202003;01;BUCO MAXILO FACIAL;5;2;3
43;431690;202003;02;CARDIOLOGIA;31;31;0
43;431690;202003;03;CIRURGIA GERAL;230;36;194
43;431690;202003;04;ENDOCRINOLOGIA;2;2;0
43;431690;202003;05;GASTROENTEROLOGIA;10;7;3
43;431690;202003;06;GINECOLOGIA;11;10;1
43;431690;202003;08;NEFROLOGIAUROLOGIA;10;6;4
43;431690;202003;09;NEUROCIRURGIA;23;22;1
43;431690;202003;11;OFTALMOLOGIA;1;0;1
43;431690;202003;12;ONCOLOGIA;3;2;1
43;431690;202003;13;ORTOPEDIATRAUMATOLOGIA;40;35;5
43;431690;202003;14;OTORRINOLARINGOLOGIA;5;3;2
43;431690;202003;15;PLASTICA;7;1;6
43;431690;202003;16;TORACICA;5;3;2
43;431690;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
43;431690;202003;31;AIDS;7;6;1
43;431690;202003;32;CARDIOLOGIA;18;16;2
43;431690;202003;33;CLINICA GERAL;333;145;188
43;431690;202003;35;DERMATOLOGIA;2;2;0
43;431690;202003;36;GERIATRIA;7;5;2
43;431690;202003;38;HEMATOLOGIA;7;6;1
43;431690;202003;40;NEFROUROLOGIA;7;5;2
43;431690;202003;41;NEONATOLOGIA;3;3;0
43;431690;202003;42;NEUROLOGIA;6;5;1
43;431690;202003;44;ONCOLOGIA;20;19;1
43;431690;202003;46;PNEUMOLOGIA;12;10;2
43;431690;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
43;431690;202003;51;UTI II ADULTO - COVID-19;10;0;10
43;431690;202003;52;UTI II PEDIATRICA - COVID-19;10;0;10
43;431690;202003;75;UTI ADULTO - TIPO II;56;14;42
43;431690;202003;76;UTI ADULTO - TIPO III;40;0;40
43;431690;202003;78;UTI PEDIATRICA - TIPO II;14;6;8
43;431690;202003;81;UTI NEONATAL - TIPO II;20;10;10
43;431690;202003;92;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CONVENCIONAL;10;10;0
43;431690;202003;93;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CANGURU;5;5;0
43;431690;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
43;431690;202003;10;OBSTETRICIA CIRURGICA;54;31;23
43;431690;202003;43;OBSTETRICIA CLINICA;27;22;5
43;431690;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
43;431690;202003;45;PEDIATRIA CLINICA;57;45;12
43;431690;202003;68;PEDIATRIA CIRURGICA;18;13;5
